time [ms], ACyl_LC [bar], ACyl_SC [bar], Swing_L [bar], Swing_R [bar], BCyl_LC [bar], BCyl_SC [bar], KCyl_LC [bar], KCyl_SC [bar], Body_Pitch_Angle [rad], Body_Roll_Angle [rad], Boom_Joint_Angle [rad], Arm_Joint_Angle [rad], Bkt_Joint_Angle [rad], Swing_Angle [rad], Boom_Joint_Rate [rad/s], Arm_Joint_Rate [rad/s], Bkt_Joint_Rate [rad/s], Swing_Rate [rad/s], GPS_Easting [m], GPS_Northing [m], GPS_Elevation [m], GPS_Latitude [deg], GPS_Longitude [deg], GPS_Sea_Level [m]
2249.628961, 24.100000, 111.500000, 0.000000, 0.000000, 145.500000, 12.400000, 40.500000, 84.000000, 0.014835, 0.003141, -0.713818, 1.745526, 1.056005, -0.441330, -2.654037, 6.490012, 3.926316, -1.640903, 12297829748976910336.000000, 13527612613923438592.000000, 14757395478869966848.000000, 238.633118, 238.633118, 3592.250000
2249.730067, 24.100000, 111.500000, 0.000000, 0.000000, 145.500000, 12.400000, 40.500000, 84.000000, 0.014835, 0.003141, -0.713818, 1.745526, 1.056005, -0.441330, -2.071355, 5.065157, 3.064310, -1.280650, 12297829748976910336.000000, 13527612613923438592.000000, 14757395478869966848.000000, 238.633118, 238.633118, 3592.250000
2249.831290, 24.100000, 111.500000, 0.000000, 0.000000, 145.500000, 12.400000, 40.500000, 84.000000, 0.014835, 0.003141, -0.713818, 1.745526, 1.056005, -0.441330, -1.558048, 3.809949, 2.304937, -0.963290, 12297829748976910336.000000, 13527612613923438592.000000, 14757395478869966848.000000, 238.633118, 238.633118, 3592.250000
2249.932067, 24.100000, 111.500000, 0.000000, 0.000000, 145.500000, 12.400000, 40.500000, 84.000000, 0.014835, 0.003141, -0.713818, 1.745526, 1.056005, -0.441330, -1.116977, 2.731383, 1.652429, -0.690591, 12297829748976910336.000000, 13527612613923438592.000000, 14757395478869966848.000000, 238.633118, 238.633118, 3592.250000
2250.032946, 24.100000, 111.500000, 0.000000, 0.000000, 145.500000, 12.400000, 40.500000, 84.000000, 0.014835, 0.003141, -0.713818, 1.745526, 1.056005, -0.441330, -0.747227, 1.827219, 1.105429, -0.461986, 12297829748976910336.000000, 13527612613923438592.000000, 14757395478869966848.000000, 238.633118, 238.633118, 3592.250000
2250.133972, 24.100000, 111.500000, 0.000000, 0.000000, 145.500000, 12.400000, 40.500000, 84.000000, 0.014835, 0.003141, -0.713818, 1.745526, 1.056005, -0.441330, -0.445152, 1.088543, 0.658546, -0.275223, 12297829748976910336.000000, 13527612613923438592.000000, 14757395478869966848.000000, 238.633118, 238.633118, 3592.250000
2250.235028, 24.100000, 111.500000, 0.000000, 0.000000, 145.500000, 12.400000, 40.500000, 84.000000, 0.014835, 0.003141, -0.713818, 1.745526, 1.056005, -0.441330, -0.205258, 0.501923, 0.303654, -0.126905, 12297829748976910336.000000, 13527612613923438592.000000, 14757395478869966848.000000, 238.633118, 238.633118, 3592.250000
2250.335980, 24.100000, 111.500000, 0.000000, 0.000000, 145.500000, 12.400000, 40.500000, 84.000000, 0.014835, 0.003141, -0.713818, 1.745526, 1.056005, -0.441330, -0.020929, 0.051176, 0.030962, -0.012940, 12297829748976910336.000000, 13527612613923438592.000000, 14757395478869966848.000000, 238.633118, 238.633118, 3592.250000
2250.437017, 24.100000, 111.500000, 0.000000, 0.000000, 145.500000, 12.400000, 40.500000, 84.000000, 0.014835, 0.003141, -0.713818, 1.745526, 1.056005, -0.441330, 0.115002, -0.281220, -0.170131, 0.071102, 12297829748976910336.000000, 13527612613923438592.000000, 14757395478869966848.000000, 238.633118, 238.633118, 3592.250000
2250.537926, 24.100000, 111.500000, 0.000000, 0.000000, 145.500000, 12.400000, 40.500000, 84.000000, 0.014835, 0.003141, -0.713818, 1.745526, 1.056005, -0.441330, 0.209803, -0.513040, -0.310377, 0.129714, 12297829748976910336.000000, 13527612613923438592.000000, 14757395478869966848.000000, 238.633118, 238.633118, 3592.250000
2250.638954, 24.100000, 111.500000, 0.000000, 0.000000, 145.500000, 12.400000, 40.500000, 84.000000, 0.014835, 0.003141, -0.713818, 1.745526, 1.056005, -0.441330, 0.270515, -0.661501, -0.400192, 0.167250, 12297829748976910336.000000, 13527612613923438592.000000, 14757395478869966848.000000, 238.633118, 238.633118, 3592.250000
2250.738784, 24.100000, 111.500000, 0.000000, 0.000000, 145.500000, 12.400000, 40.500000, 84.000000, 0.014835, 0.003141, -0.713818, 1.745526, 1.056005, -0.441330, 0.303718, -0.742693, -0.449312, 0.187778, 12297829748976910336.000000, 13527612613923438592.000000, 14757395478869966848.000000, 238.633118, 238.633118, 3592.250000
2250.838826, 24.100000, 111.500000, 0.000000, 0.000000, 145.500000, 12.400000, 40.500000, 84.000000, 0.014835, 0.003141, -0.713818, 1.745526, 1.056005, -0.441330, 0.315381, -0.771213, -0.466566, 0.194989, 12297829748976910336.000000, 13527612613923438592.000000, 14757395478869966848.000000, 238.633118, 238.633118, 3592.250000
2250.938768, 24.100000, 111.500000, 0.000000, 0.000000, 145.500000, 12.400000, 40.500000, 84.000000, 0.014835, 0.003141, -0.713818, 1.745526, 1.056005, -0.441330, 0.310775, -0.759949, -0.459752, 0.192142, 12297829748976910336.000000, 13527612613923438592.000000, 14757395478869966848.000000, 238.633118, 238.633118, 3592.250000
2251.038732, 24.100000, 111.500000, 0.000000, 0.000000, 145.500000, 12.400000, 40.500000, 84.000000, 0.014835, 0.003141, -0.713818, 1.745526, 1.056005, -0.441330, 0.294441, -0.720007, -0.435588, 0.182043, 12297829748976910336.000000, 13527612613923438592.000000, 14757395478869966848.000000, 238.633118, 238.633118, 3592.250000
2251.138673, 24.100000, 111.500000, 0.000000, 0.000000, 145.500000, 12.400000, 40.500000, 84.000000, 0.014835, 0.003141, -0.713818, 1.745526, 1.056005, -0.441330, 0.270194, -0.660717, -0.399719, 0.167052, 12297829748976910336.000000, 13527612613923438592.000000, 14757395478869966848.000000, 238.633118, 238.633118, 3592.250000
2251.239390, 24.100000, 111.500000, 0.000000, 0.000000, 145.500000, 12.400000, 40.500000, 84.000000, 0.014835, 0.003141, -0.713818, 1.745526, 1.056005, -0.441330, 0.241162, -0.589723, -0.356769, 0.149103, 12297829748976910336.000000, 13527612613923438592.000000, 14757395478869966848.000000, 238.633118, 238.633118, 3592.250000
2251.339994, 24.100000, 111.500000, 0.000000, 0.000000, 145.500000, 12.400000, 40.500000, 84.000000, 0.014835, 0.003141, -0.713818, 1.745526, 1.056005, -0.441330, 0.209834, -0.513114, -0.310423, 0.129733, 12297829748976910336.000000, 13527612613923438592.000000, 14757395478869966848.000000, 238.633118, 238.633118, 3592.250000
2251.440795, 24.100000, 111.500000, 0.000000, 0.000000, 145.500000, 12.400000, 40.500000, 84.000000, 0.014835, 0.003141, -0.713818, 1.745526, 1.056005, -0.441330, 0.178129, -0.435586, -0.263520, 0.110131, 12297829748976910336.000000, 13527612613923438592.000000, 14757395478869966848.000000, 238.633118, 238.633118, 3592.250000
2251.540574, 24.100000, 111.500000, 0.000000, 0.000000, 145.500000, 12.400000, 40.500000, 84.000000, 0.014835, 0.003141, -0.713818, 1.745526, 1.056005, -0.441330, 0.147471, -0.360618, -0.218166, 0.091177, 12297829748976910336.000000, 13527612613923438592.000000, 14757395478869966848.000000, 238.633118, 238.633118, 3592.250000
2251.641218, 24.100000, 111.500000, 0.000000, 0.000000, 145.500000, 12.400000, 40.500000, 84.000000, 0.014835, 0.003141, -0.713818, 1.745526, 1.056005, -0.441330, 0.118859, -0.290650, -0.175837, 0.073487, 12297829748976910336.000000, 13527612613923438592.000000, 14757395478869966848.000000, 238.633118, 238.633118, 3592.250000
2251.741921, 24.100000, 111.500000, 0.000000, 0.000000, 145.500000, 12.400000, 40.500000, 84.000000, 0.014835, 0.003141, -0.713818, 1.745526, 1.056005, -0.441330, 0.092938, -0.227265, -0.137490, 0.057461, 12297829748976910336.000000, 13527612613923438592.000000, 14757395478869966848.000000, 238.633118, 238.633118, 3592.250000
2251.842697, 24.100000, 111.500000, 0.000000, 0.000000, 145.500000, 12.400000, 40.500000, 84.000000, 0.014835, 0.003141, -0.713818, 1.745526, 1.056005, -0.441330, 0.070070, -0.171346, -0.103660, 0.043322, 12297829748976910336.000000, 13527612613923438592.000000, 14757395478869966848.000000, 238.633118, 238.633118, 3592.250000
2251.943658, 24.100000, 111.500000, 0.000000, 0.000000, 145.500000, 12.400000, 40.500000, 84.000000, 0.014835, 0.003141, -0.713818, 1.745526, 1.056005, -0.441330, 0.050393, -0.123229, -0.074551, 0.031157, 12297829748976910336.000000, 13527612613923438592.000000, 14757395478869966848.000000, 238.633118, 238.633118, 3592.250000
2252.044461, 24.100000, 111.500000, 0.000000, 0.000000, 145.500000, 12.400000, 40.500000, 84.000000, 0.014835, 0.003141, -0.713818, 1.745526, 1.056005, -0.441330, 0.033874, -0.082835, -0.050113, 0.020944, 12297829748976910336.000000, 13527612613923438592.000000, 14757395478869966848.000000, 238.633118, 238.633118, 3592.250000
2252.145404, 24.100000, 111.500000, 0.000000, 0.000000, 145.500000, 12.400000, 40.500000, 84.000000, 0.014835, 0.003141, -0.713818, 1.745526, 1.056005, -0.441330, 0.020359, -0.049784, -0.030118, 0.012587, 12297829748976910336.000000, 13527612613923438592.000000, 14757395478869966848.000000, 238.633118, 238.633118, 3592.250000
2252.246061, 24.100000, 111.500000, 0.000000, 0.000000, 145.500000, 12.400000, 40.500000, 84.000000, 0.014835, 0.003141, -0.713818, 1.745526, 1.056005, -0.441330, 0.009607, -0.023491, -0.014212, 0.005939, 12297829748976910336.000000, 13527612613923438592.000000, 14757395478869966848.000000, 238.633118, 238.633118, 3592.250000
2252.346784, 24.100000, 111.500000, 0.000000, 0.000000, 145.500000, 12.400000, 40.500000, 84.000000, 0.014835, 0.003141, -0.713818, 1.745526, 1.056005, -0.441330, 0.001328, -0.003247, -0.001965, 0.000821, 12297829748976910336.000000, 13527612613923438592.000000, 14757395478869966848.000000, 238.633118, 238.633118, 3592.250000
2252.446556, 24.100000, 111.500000, 0.000000, 0.000000, 145.500000, 12.400000, 40.500000, 84.000000, 0.014835, 0.003141, -0.713818, 1.745526, 1.056005, -0.441330, -0.004793, 0.011721, 0.007091, -0.002963, 12297829748976910336.000000, 13527612613923438592.000000, 14757395478869966848.000000, 238.633118, 238.633118, 3592.250000
2252.547428, 24.100000, 111.500000, 0.000000, 0.000000, 145.500000, 12.400000, 40.500000, 84.000000, 0.014835, 0.003141, -0.713818, 1.745526, 1.056005, -0.441330, -0.009078, 0.022199, 0.013430, -0.005613, 12297829748976910336.000000, 13527612613923438592.000000, 14757395478869966848.000000, 238.633118, 238.633118, 3592.250000
2252.648282, 24.100000, 111.500000, 0.000000, 0.000000, 145.500000, 12.400000, 40.500000, 84.000000, 0.014835, 0.003141, -0.713818, 1.745526, 1.056005, -0.441330, -0.011839, 0.028951, 0.017515, -0.007320, 12297829748976910336.000000, 13527612613923438592.000000, 14757395478869966848.000000, 238.633118, 238.633118, 3592.250000
2252.749403, 24.100000, 111.500000, 0.000000, 0.000000, 145.500000, 12.400000, 40.500000, 84.000000, 0.014835, 0.003141, -0.713818, 1.745526, 1.056005, -0.441330, -0.013369, 0.032691, 0.019777, -0.008265, 12297829748976910336.000000, 13527612613923438592.000000, 14757395478869966848.000000, 238.633118, 238.633118, 3592.250000
2252.850311, 24.100000, 111.500000, 0.000000, 0.000000, 145.500000, 12.400000, 40.500000, 84.000000, 0.014835, 0.003141, -0.713818, 1.745526, 1.056005, -0.441330, -0.013932, 0.034068, 0.020610, -0.008614, 12297829748976910336.000000, 13527612613923438592.000000, 14757395478869966848.000000, 238.633118, 238.633118, 3592.250000
2252.951261, 24.100000, 111.500000, 0.000000, 0.000000, 145.500000, 12.400000, 40.500000, 84.000000, 0.014835, 0.003141, -0.713818, 1.745526, 1.056005, -0.441330, -0.013763, 0.033656, 0.020361, -0.008509, 12297829748976910336.000000, 13527612613923438592.000000, 14757395478869966848.000000, 238.633118, 238.633118, 3592.250000
2253.052166, 24.100000, 111.500000, 0.000000, 0.000000, 145.500000, 12.400000, 40.500000, 84.000000, 0.014835, 0.003141, -0.713818, 1.745526, 1.056005, -0.441330, -0.013066, 0.031951, 0.019330, -0.008078, 12297829748976910336.000000, 13527612613923438592.000000, 14757395478869966848.000000, 238.633118, 238.633118, 3592.250000
2253.153172, 24.100000, 111.500000, 0.000000, 0.000000, 145.500000, 12.400000, 40.500000, 84.000000, 0.014835, 0.003141, -0.713818, 1.745526, 1.056005, -0.441330, -0.012010, 0.029369, 0.017768, -0.007426, 12297829748976910336.000000, 13527612613923438592.000000, 14757395478869966848.000000, 238.633118, 238.633118, 3592.250000
2253.254159, 24.100000, 111.500000, 0.000000, 0.000000, 145.500000, 12.400000, 40.500000, 84.000000, 0.014835, 0.003141, -0.713818, 1.745526, 1.056005, -0.441330, -0.010736, 0.026253, 0.015882, -0.006638, 12297829748976910336.000000, 13527612613923438592.000000, 14757395478869966848.000000, 238.633118, 238.633118, 3592.250000
2253.355063, 24.100000, 111.500000, 0.000000, 0.000000, 145.500000, 12.400000, 40.500000, 84.000000, 0.014835, 0.003141, -0.713818, 1.745526, 1.056005, -0.441330, -0.009355, 0.022875, 0.013839, -0.005784, 12297829748976910336.000000, 13527612613923438592.000000, 14757395478869966848.000000, 238.633118, 238.633118, 3592.250000
2253.456047, 24.100000, 111.500000, 0.000000, 0.000000, 145.500000, 12.400000, 40.500000, 84.000000, 0.014835, 0.003141, -0.713818, 1.745526, 1.056005, -0.441330, -0.007952, 0.019446, 0.011764, -0.004917, 12297829748976910336.000000, 13527612613923438592.000000, 14757395478869966848.000000, 238.633118, 238.633118, 3592.250000
2253.557067, 24.100000, 111.500000, 0.000000, 0.000000, 145.500000, 12.400000, 40.500000, 84.000000, 0.014835, 0.003141, -0.713818, 1.745526, 1.056005, -0.441330, -0.006593, 0.016123, 0.009754, -0.004076, 12297829748976910336.000000, 13527612613923438592.000000, 14757395478869966848.000000, 238.633118, 238.633118, 3592.250000
2253.657874, 24.100000, 111.500000, 0.000000, 0.000000, 145.500000, 12.400000, 40.500000, 84.000000, 0.014835, 0.003141, -0.713818, 1.745526, 1.056005, -0.441330, -0.005322, 0.013015, 0.007874, -0.003291, 12297829748976910336.000000, 13527612613923438592.000000, 14757395478869966848.000000, 238.633118, 238.633118, 3592.250000
2253.757774, 24.100000, 111.500000, 0.000000, 0.000000, 145.500000, 12.400000, 40.500000, 84.000000, 0.014835, 0.003141, -0.713818, 1.745526, 1.056005, -0.441330, -0.004169, 0.010196, 0.006168, -0.002578, 12297829748976910336.000000, 13527612613923438592.000000, 14757395478869966848.000000, 238.633118, 238.633118, 3592.250000
2253.858571, 24.100000, 111.500000, 0.000000, 0.000000, 145.500000, 12.400000, 40.500000, 84.000000, 0.014835, 0.003141, -0.713818, 1.745526, 1.056005, -0.441330, -0.003151, 0.007705, 0.004661, -0.001948, 12297829748976910336.000000, 13527612613923438592.000000, 14757395478869966848.000000, 238.633118, 238.633118, 3592.250000
2253.959497, 24.100000, 111.500000, 0.000000, 0.000000, 145.500000, 12.400000, 40.500000, 84.000000, 0.014835, 0.003141, -0.713818, 1.745526, 1.056005, -0.441330, -0.002273, 0.005558, 0.003363, -0.001405, 12297829748976910336.000000, 13527612613923438592.000000, 14757395478869966848.000000, 238.633118, 238.633118, 3592.250000
2254.060180, 24.100000, 111.500000, 0.000000, 0.000000, 145.500000, 12.400000, 40.500000, 84.000000, 0.014835, 0.003141, -0.713818, 1.745526, 1.056005, -0.441330, -0.001535, 0.003754, 0.002271, -0.000949, 12297829748976910336.000000, 13527612613923438592.000000, 14757395478869966848.000000, 238.633118, 238.633118, 3592.250000
2254.160853, 24.100000, 111.500000, 0.000000, 0.000000, 145.500000, 12.400000, 40.500000, 84.000000, 0.014835, 0.003141, -0.713818, 1.745526, 1.056005, -0.441330, -0.000930, 0.002275, 0.001376, -0.000575, 12297829748976910336.000000, 13527612613923438592.000000, 14757395478869966848.000000, 238.633118, 238.633118, 3592.250000
2254.260463, 24.100000, 111.500000, 0.000000, 0.000000, 145.500000, 12.400000, 40.500000, 84.000000, 0.014835, 0.003141, -0.713818, 1.745526, 1.056005, -0.441330, -0.000449, 0.001097, 0.000664, -0.000277, 12297829748976910336.000000, 13527612613923438592.000000, 14757395478869966848.000000, 238.633118, 238.633118, 3592.250000
2254.361301, 24.100000, 111.500000, 0.000000, 0.000000, 145.500000, 12.400000, 40.500000, 84.000000, 0.014835, 0.003141, -0.713818, 1.745526, 1.056005, -0.441330, -0.000077, 0.000188, 0.000114, -0.000047, 12297829748976910336.000000, 13527612613923438592.000000, 14757395478869966848.000000, 238.633118, 238.633118, 3592.250000
2254.461995, 24.100000, 111.500000, 0.000000, 0.000000, 145.500000, 12.400000, 40.500000, 84.000000, 0.014835, 0.003141, -0.713818, 1.745526, 1.056005, -0.441330, 0.000199, -0.000486, -0.000294, 0.000123, 12297829748976910336.000000, 13527612613923438592.000000, 14757395478869966848.000000, 238.633118, 238.633118, 3592.250000
2254.562707, 24.100000, 111.500000, 0.000000, 0.000000, 145.500000, 12.400000, 40.500000, 84.000000, 0.014835, 0.003141, -0.713818, 1.745526, 1.056005, -0.441330, 0.000392, -0.000960, -0.000581, 0.000243, 12297829748976910336.000000, 13527612613923438592.000000, 14757395478869966848.000000, 238.633118, 238.633118, 3592.250000
2254.662399, 24.100000, 111.500000, 0.000000, 0.000000, 145.500000, 12.400000, 40.500000, 84.000000, 0.014835, 0.003141, -0.713818, 1.745526, 1.056005, -0.441330, 0.000518, -0.001267, -0.000766, 0.000320, 12297829748976910336.000000, 13527612613923438592.000000, 14757395478869966848.000000, 238.633118, 238.633118, 3592.250000
2254.763445, 24.100000, 111.500000, 0.000000, 0.000000, 145.500000, 12.400000, 40.500000, 84.000000, 0.014835, 0.003141, -0.713818, 1.745526, 1.056005, -0.441330, 0.000588, -0.001439, -0.000870, 0.000364, 12297829748976910336.000000, 13527612613923438592.000000, 14757395478869966848.000000, 238.633118, 238.633118, 3592.250000
2254.864349, 24.100000, 111.500000, 0.000000, 0.000000, 145.500000, 12.400000, 40.500000, 84.000000, 0.014835, 0.003141, -0.713818, 1.745526, 1.056005, -0.441330, 0.000615, -0.001505, -0.000910, 0.000380, 12297829748976910336.000000, 13527612613923438592.000000, 14757395478869966848.000000, 238.633118, 238.633118, 3592.250000
2254.965103, 24.100000, 111.500000, 0.000000, 0.000000, 145.500000, 12.400000, 40.500000, 84.000000, 0.014835, 0.003141, -0.713818, 1.745526, 1.056005, -0.441330, 0.000609, -0.001490, -0.000902, 0.000377, 12297829748976910336.000000, 13527612613923438592.000000, 14757395478869966848.000000, 238.633118, 238.633118, 3592.250000
2255.065839, 24.100000, 111.500000, 0.000000, 0.000000, 145.500000, 12.400000, 40.500000, 84.000000, 0.014835, 0.003141, -0.713818, 1.745526, 1.056005, -0.441330, 0.000580, -0.001418, -0.000858, 0.000358, 12297829748976910336.000000, 13527612613923438592.000000, 14757395478869966848.000000, 238.633118, 238.633118, 3592.250000
2255.165911, 24.100000, 111.500000, 0.000000, 0.000000, 145.500000, 12.400000, 40.500000, 84.000000, 0.014835, 0.003141, -0.713818, 1.745526, 1.056005, -0.441330, 0.000534, -0.001305, -0.000790, 0.000330, 12297829748976910336.000000, 13527612613923438592.000000, 14757395478869966848.000000, 238.633118, 238.633118, 3592.250000
2255.265911, 24.100000, 111.500000, 0.000000, 0.000000, 145.500000, 12.400000, 40.500000, 84.000000, 0.014835, 0.003141, -0.713818, 1.745526, 1.056005, -0.441330, 0.000478, -0.001169, -0.000707, 0.000295, 12297829748976910336.000000, 13527612613923438592.000000, 14757395478869966848.000000, 238.633118, 238.633118, 3592.250000
2255.365657, 24.100000, 111.500000, 0.000000, 0.000000, 145.500000, 12.400000, 40.500000, 84.000000, 0.014835, 0.003141, -0.713818, 1.745526, 1.056005, -0.441330, 0.000417, -0.001020, -0.000617, 0.000258, 12297829748976910336.000000, 13527612613923438592.000000, 14757395478869966848.000000, 238.633118, 238.633118, 3592.250000
2255.466654, 24.100000, 111.500000, 0.000000, 0.000000, 145.500000, 12.400000, 40.500000, 84.000000, 0.014835, 0.003141, -0.713818, 1.745526, 1.056005, -0.441330, 0.000355, -0.000868, -0.000525, 0.000219, 12297829748976910336.000000, 13527612613923438592.000000, 14757395478869966848.000000, 238.633118, 238.633118, 3592.250000
2255.567708, 24.100000, 111.500000, 0.000000, 0.000000, 145.500000, 12.400000, 40.500000, 84.000000, 0.014835, 0.003141, -0.713818, 1.745526, 1.056005, -0.441330, 0.000295, -0.000721, -0.000436, 0.000182, 12297829748976910336.000000, 13527612613923438592.000000, 14757395478869966848.000000, 238.633118, 238.633118, 3592.250000
2255.668487, 24.100000, 111.500000, 0.000000, 0.000000, 145.500000, 12.400000, 40.500000, 84.000000, 0.014835, 0.003141, -0.713818, 1.745526, 1.056005, -0.441330, 0.000238, -0.000583, -0.000353, 0.000147, 12297829748976910336.000000, 13527612613923438592.000000, 14757395478869966848.000000, 238.633118, 238.633118, 3592.250000
2255.769465, 24.100000, 111.500000, 0.000000, 0.000000, 145.500000, 12.400000, 40.500000, 84.000000, 0.014835, 0.003141, -0.713818, 1.745526, 1.056005, -0.441330, 0.000187, -0.000457, -0.000277, 0.000116, 12297829748976910336.000000, 13527612613923438592.000000, 14757395478869966848.000000, 238.633118, 238.633118, 3592.250000
2255.870450, 24.100000, 111.500000, 0.000000, 0.000000, 145.500000, 12.400000, 40.500000, 84.000000, 0.014835, 0.003141, -0.713818, 1.745526, 1.056005, -0.441330, 0.000142, -0.000346, -0.000210, 0.000088, 12297829748976910336.000000, 13527612613923438592.000000, 14757395478869966848.000000, 238.633118, 238.633118, 3592.250000
2255.971381, 24.100000, 111.500000, 0.000000, 0.000000, 145.500000, 12.400000, 40.500000, 84.000000, 0.014835, 0.003141, -0.713818, 1.745526, 1.056005, -0.441330, 0.000103, -0.000251, -0.000152, 0.000063, 12297829748976910336.000000, 13527612613923438592.000000, 14757395478869966848.000000, 238.633118, 238.633118, 3592.250000
2256.072444, 24.100000, 111.500000, 0.000000, 0.000000, 145.500000, 12.400000, 40.500000, 84.000000, 0.014835, 0.003141, -0.713818, 1.745526, 1.056005, -0.441330, 0.000070, -0.000170, -0.000103, 0.000043, 12297829748976910336.000000, 13527612613923438592.000000, 14757395478869966848.000000, 238.633118, 238.633118, 3592.250000
2256.173455, 24.100000, 111.500000, 0.000000, 0.000000, 145.500000, 12.400000, 40.500000, 84.000000, 0.014835, 0.003141, -0.713818, 1.745526, 1.056005, -0.441330, 0.000042, -0.000104, -0.000063, 0.000026, 12297829748976910336.000000, 13527612613923438592.000000, 14757395478869966848.000000, 238.633118, 238.633118, 3592.250000
